PDAC1-biopsy	PDAC1-blood	PDAC10-biopsy	PDAC10-blood	PDAC11-biopsy	PDAC11-blood	PDAC12-biopsy	PDAC12-blood	PDAC2-biopsy	PDAC2-blood	PDAC3-biopsy	PDAC3-blood	PDAC4-biopsy	PDAC4-blood	PDAC5-biopsy	PDAC5-blood	PDAC6-biopsy	PDAC6-blood	PDAC7-biopsy	PDAC7-blood	PDAC8-biopsy	PDAC8-blood	PDAC9-biopsy	PDAC9-blood
AL627309.1	0	0	1	1	0	2	0	1	0	0	3	1	1	0	0	0	0	1	0	1	0	0	0	0
AL627309.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL669831.5	7	12	32	33	41	67	12	13	8	57	61	80	2	32	31	42	99	49	32	10	8	19	20	74
FAM87B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00115	3	8	25	15	31	55	39	25	4	22	44	40	15	33	31	26	53	17	23	1	7	11	28	54
FAM41C	5	13	0	1	2	2	1	2	3	5	7	24	0	0	3	5	2	3	0	1	0	2	2	8
AL645608.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	39	30	215	178	284	809	196	309	42	288	696	470	121	519	294	411	388	288	133	51	97	138	97	361
KLHL17	6	1	1	5	6	21	8	10	0	4	12	10	5	5	6	2	10	6	0	2	2	5	1	4
PLEKHN1	3	1	11	2	21	6	6	2	7	6	47	12	14	8	13	9	19	11	4	0	7	1	0	11
PERM1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL645608.8	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	1	0
HES4	19	1	1	0	10	0	212	4	0	0	15	0	0	0	12	4	1	0	5	0	1	0	2	1
ISG15	153	172	982	398	1156	1122	836	570	108	470	3309	1609	790	844	702	604	531	373	970	108	356	272	685	870
AL645608.2	0	0	1	0	1	1	2	1	0	0	6	4	0	0	0	1	0	1	0	0	1	0	0	2
AGRN	1	0	2	0	7	3	2	1	1	1	12	1	1	5	4	1	1	0	3	0	2	0	3	3
AL645608.9	1	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf159	3	8	27	16	51	94	37	39	8	30	111	49	26	73	39	47	32	21	21	7	11	7	24	51
LINC01342	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL390719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TTLL10-AS1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0
TTLL10	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1
TNFRSF18	99	39	1374	74	4153	202	1461	30	282	117	2968	127	1059	72	615	164	491	73	924	23	796	47	357	160
