PDAC1-biopsy	PDAC1-blood	PDAC10-biopsy	PDAC10-blood	PDAC11-biopsy	PDAC11-blood	PDAC12-biopsy	PDAC12-blood	PDAC2-biopsy	PDAC2-blood	PDAC3-biopsy	PDAC3-blood	PDAC4-biopsy	PDAC4-blood	PDAC5-biopsy	PDAC5-blood	PDAC6-biopsy	PDAC6-blood	PDAC7-biopsy	PDAC7-blood	PDAC8-biopsy	PDAC8-blood	PDAC9-biopsy	PDAC9-blood
AL627309.1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AL627309.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL669831.5	2	9	2	14	4	49	3	7	1	13	7	36	0	26	4	14	9	18	2	3	2	7	2	30
FAM87B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00115	1	5	3	6	3	37	8	16	0	3	6	19	2	19	2	6	6	6	2	0	0	5	8	23
FAM41C	1	5	0	1	0	1	1	1	1	2	0	10	0	0	0	3	1	1	0	0	0	0	0	2
AL645608.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	7	14	24	89	17	505	39	170	3	58	43	209	13	335	46	164	59	92	8	19	11	71	12	122
KLHL17	1	0	1	1	1	10	3	4	0	1	1	6	0	3	2	1	1	2	0	1	0	1	0	1
PLEKHN1	1	0	0	0	1	3	0	0	1	0	0	2	0	3	0	1	3	0	0	0	0	0	0	2
PERM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL645608.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HES4	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1
ISG15	13	57	46	115	22	578	82	218	7	65	139	514	19	447	47	180	50	89	39	44	4	85	25	238
AL645608.2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	0	0	0	0	0	3	1	1	0	0	0	1	1	4	1	0	0	0	0	0	0	0	0	2
AL645608.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf159	0	5	2	6	0	68	4	21	0	8	13	25	0	49	6	17	2	8	2	3	3	2	3	20
LINC01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL390719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL10-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TTLL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF18	3	9	6	1	12	6	7	2	2	4	12	3	1	0	1	6	1	0	12	0	1	0	2	5
TNFRSF4	10	31	21	10	20	72	55	9	4	17	22	29	3	10	9	29	5	15	34	5	3	6	8	23
SDF4	10	68	24	69	29	612	67	308	5	100	75	204	4	111	44	278	71	109	22	39	5	47	6	198
B3GALT6	2	7	0	1	0	10	5	62	0	1	0	2	0	5	1	5	0	0	0	0	2	3	1	2
C1QTNF12	0	1	0	0	0	6	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
AL162741.1	0	1	0	0	0	0	0	1	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0
UBE2J2	1	29	15	104	15	743	44	278	4	83	30	196	5	317	31	145	47	101	13	30	3	69	5	146
LINC01786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	0	1	0	2	1	5	1	3	0	2	0	4	0	6	1	1	1	1	0	1	0	1	0	2
ACAP3	0	8	0	3	2	30	7	28	0	1	4	14	0	10	3	18	1	12	1	2	0	4	0	18
PUSL1	3	10	4	23	6	127	17	58	2	23	8	32	3	113	13	39	13	13	4	7	0	15	2	35
INTS11	7	28	30	120	27	943	77	297	5	109	71	263	20	511	52	203	72	111	13	30	7	105	19	233
CPTP	4	17	2	6	1	40	13	84	0	8	3	9	1	15	2	20	6	8	1	1	0	3	1	10
TAS1R3	0	0	0	0	1	3	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
DVL1	1	3	0	3	1	17	3	6	0	2	2	6	0	5	3	3	4	1	0	2	0	2	0	5
MXRA8	0	1	0	0	0	34	0	1	0	0	1	1	0	0	0	9	1	0	0	0	0	1	0	0
