PDAC1-biopsy	PDAC1-blood	PDAC10-biopsy	PDAC10-blood	PDAC11-biopsy	PDAC11-blood	PDAC12-biopsy	PDAC12-blood	PDAC2-biopsy	PDAC2-blood	PDAC3-biopsy	PDAC3-blood	PDAC4-biopsy	PDAC4-blood	PDAC5-biopsy	PDAC5-blood	PDAC6-biopsy	PDAC6-blood	PDAC7-biopsy	PDAC7-blood	PDAC8-biopsy	PDAC8-blood	PDAC9-biopsy	PDAC9-blood
AL627309.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
AL627309.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL669831.5	0	0	4	0	4	1	0	3	3	5	1	9	0	2	1	7	8	1	1	4	0	1	1	9
FAM87B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00115	0	0	1	2	1	5	1	1	1	3	1	4	2	3	2	4	6	0	3	0	1	0	3	3
FAM41C	1	2	0	0	0	1	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	1	0
AL645608.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	4	1	17	24	20	76	8	18	6	37	37	58	7	32	11	68	23	29	18	9	8	11	8	31
KLHL17	0	0	0	1	0	0	2	1	0	0	0	1	1	0	1	0	3	2	0	0	0	2	0	0
PLEKHN1	0	0	3	1	3	0	0	1	2	0	7	0	3	0	2	3	0	4	1	0	0	1	0	1
PERM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL645608.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES4	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ISG15	11	12	91	37	64	120	31	54	15	65	132	190	29	66	23	101	24	41	79	12	31	31	55	78
