PDAC1-biopsy	PDAC1-blood	PDAC10-biopsy	PDAC10-blood	PDAC11-biopsy	PDAC11-blood	PDAC12-biopsy	PDAC12-blood	PDAC2-biopsy	PDAC2-blood	PDAC3-biopsy	PDAC3-blood	PDAC4-biopsy	PDAC4-blood	PDAC5-biopsy	PDAC5-blood	PDAC6-biopsy	PDAC6-blood	PDAC7-biopsy	PDAC7-blood	PDAC8-biopsy	PDAC8-blood	PDAC9-biopsy	PDAC9-blood
AL627309.1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0
AL627309.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL669831.5	13	12	30	3	9	2	11	0	5	21	33	12	4	2	16	1	39	10	7	0	0	0	14	15
FAM87B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00115	8	0	18	3	10	6	49	3	4	14	43	6	8	6	19	3	33	4	12	0	3	0	19	11
FAM41C	6	2	0	0	0	0	1	1	3	4	6	4	0	0	1	0	2	0	0	0	0	0	2	2
AL645608.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	24	16	141	23	50	43	158	24	20	105	375	44	45	51	93	27	145	45	28	5	35	6	69	88
KLHL17	15	1	12	1	2	2	5	1	1	5	7	1	3	1	1	0	4	4	0	1	0	1	1	3
PLEKHN1	2	0	3	0	2	0	3	0	1	5	27	1	1	0	6	2	5	2	0	0	3	0	2	0
PERM1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL645608.8	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
HES4	19	1	2	0	0	0	129	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0
ISG15	203	47	474	19	191	67	661	69	53	179	1767	123	258	76	302	28	176	57	200	6	128	14	484	153
AL645608.2	1	0	0	1	0	0	1	1	1	1	7	1	0	0	0	0	0	0	0	0	0	0	0	1
AGRN	1	0	2	0	0	1	7	0	0	1	11	0	0	1	1	0	0	1	1	0	1	0	4	0
AL645608.9	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf159	11	3	25	2	15	2	24	3	9	15	82	8	12	10	25	6	23	3	10	0	5	1	14	8
LINC01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL10-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTLL10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TNFRSF18	10	2	191	1	29	9	38	2	7	17	187	0	27	2	13	9	7	2	28	0	15	0	15	30
TNFRSF4	1	8	84	3	15	12	41	4	2	17	25	5	14	1	13	12	11	4	53	0	3	1	27	13
SDF4	116	53	180	13	127	63	368	74	41	168	730	82	43	17	242	57	194	56	32	3	35	9	111	133
B3GALT6	29	7	10	0	3	0	50	10	0	2	10	0	1	1	8	2	8	0	0	1	1	0	5	3
C1QTNF12	0	2	0	0	0	1	0	1	0	3	0	1	0	0	1	0	0	0	1	0	0	0	1	0
AL162741.1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2J2	48	29	121	26	62	49	174	48	25	133	273	39	40	35	96	23	97	33	20	1	18	8	78	96
LINC01786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	5	2	5	0	1	1	1	0	0	3	11	0	1	0	3	1	3	0	1	0	2	0	1	0
ACAP3	13	7	23	2	4	1	31	5	1	11	32	0	1	3	9	3	10	8	3	1	1	0	4	12
