PDAC1-biopsy	PDAC1-blood	PDAC10-biopsy	PDAC10-blood	PDAC11-biopsy	PDAC11-blood	PDAC12-biopsy	PDAC12-blood	PDAC2-biopsy	PDAC2-blood	PDAC3-biopsy	PDAC3-blood	PDAC4-biopsy	PDAC4-blood	PDAC5-biopsy	PDAC5-blood	PDAC6-biopsy	PDAC6-blood	PDAC7-biopsy	PDAC7-blood	PDAC8-biopsy	PDAC8-blood	PDAC9-biopsy	PDAC9-blood
AL627309.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0
AL627309.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL669831.5	0	4	0	7	0	2	0	0	0	33	0	8	0	1	0	81	0	82	0	5	0	5	0	6
FAM87B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00115	0	0	0	1	0	3	0	0	0	9	0	1	0	3	0	57	0	24	0	5	0	3	0	2
FAM41C	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	3	0	1	0	0	0	1
AL645608.3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	0	1	0	8	0	20	0	6	0	97	0	16	0	16	0	497	0	250	0	17	0	17	0	9
KLHL17	0	1	0	0	0	1	0	0	0	18	0	1	0	2	0	36	0	8	0	4	0	1	0	0
PLEKHN1	0	0	0	1	0	1	0	0	0	5	0	1	0	0	0	20	0	13	0	1	0	0	0	0
PERM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL645608.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HES4	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ISG15	0	5	0	11	0	48	0	40	0	436	0	172	0	21	0	1991	0	581	0	46	0	65	0	61
AL645608.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	0	0	0	0	0	3	0	1	0	3	0	2	0	0	0	24	0	8	0	0	0	0	0	0
AL645608.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf159	0	1	0	1	0	3	0	1	0	12	0	6	0	1	0	64	0	27	0	3	0	3	0	5
LINC01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
TTLL10-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
SDF4	0	11	0	6	0	22	0	14	0	161	0	25	0	8	0	1259	0	636	0	37	0	12	0	41
B3GALT6	0	0	0	1	0	2	0	2	0	20	0	0	0	2	0	97	0	23	0	2	0	1	0	2
C1QTNF12	0	0	0	0	0	2	0	0	0	6	0	1	0	1	0	14	0	3	0	1	0	0	0	0
AL162741.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
UBE2J2	0	7	0	7	0	14	0	12	0	136	0	13	0	9	0	673	0	284	0	38	0	23	0	22
LINC01786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	16	0	4	0	0	0	0	0	2
ACAP3	0	9	0	9	0	8	0	7	0	109	0	21	0	12	0	279	0	80	0	18	0	9	0	12
PUSL1	0	1	0	1	0	5	0	2	0	44	0	1	0	5	0	187	0	63	0	7	0	4	0	5
INTS11	0	8	0	12	0	17	0	8	0	162	0	28	0	19	0	712	0	368	0	34	0	15	0	23
CPTP	0	0	0	1	0	2	0	1	0	14	0	0	0	0	0	78	0	28	0	3	0	1	0	0
TAS1R3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
DVL1	0	5	0	2	0	1	0	0	0	21	0	3	0	3	0	82	0	20	0	7	0	2	0	2
MXRA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AURKAIP1	0	24	0	33	0	78	0	52	0	691	0	88	0	52	0	2684	0	1099	0	138	0	74	0	128
CCNL2	0	3	0	12	0	17	0	3	0	118	0	28	0	16	0	502	0	294	0	42	0	16	0	19
MRPL20	0	19	0	22	0	62	0	15	0	508	0	48	0	42	0	2287	0	1016	0	61	0	64	0	80
AL391244.3	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	13	0	3	0	1	0	1	0	0
ANKRD65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	6	0	0	0	0	0	0
AL391244.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAD3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ATAD3B	0	1	0	1	0	2	0	0	0	25	0	8	0	1	0	95	0	21	0	5	0	0	0	5
ATAD3A	0	1	0	1	0	0	0	4	0	25	0	4	0	2	0	71	0	22	0	2	0	1	0	2
TMEM240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSU72	0	24	0	18	0	36	0	32	0	291	0	38	0	18	0	1334	0	443	0	47	0	35	0	46
AL645728.1	0	1	0	1	0	1	0	6	0	13	0	2	0	0	0	58	0	38	0	5	0	3	0	3
FNDC10	0	1	0	2	0	2	0	1	0	20	0	5	0	1	0	95	0	24	0	2	0	0	0	2
AL691432.2	0	1	0	1	0	1	0	1	0	10	0	2	0	0	0	60	0	10	0	4	0	2	0	3
MIB2	0	6	0	4	0	3	0	4	0	35	0	4	0	0	0	90	0	25	0	9	0	3	0	1
MMP23B	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	0	0	0	0	0	0
CDK11B	0	4	0	11	0	20	0	9	0	118	0	25	0	11	0	319	0	213	0	25	0	16	0	13
FO704657.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	9	0	4	0	0	0	0	0	1
SLC35E2B	0	1	0	5	0	6	0	0	0	38	0	7	0	2	0	150	0	157	0	9	0	11	0	8
CDK11A	0	2	0	26	0	22	0	8	0	118	0	44	0	13	0	582	0	286	0	31	0	21	0	40
SLC35E2A	0	4	0	3	0	4	0	0	0	11	0	1	0	2	0	124	0	39	0	0	0	3	0	1
NADK	0	9	0	44	0	61	0	24	0	497	0	58	0	34	0	2015	0	920	0	76	0	70	0	62
GNB1	0	22	0	33	0	23	0	9	0	457	0	47	0	19	0	1440	0	526	0	81	0	30	0	46
AL109917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
